Date,Open,High,Low,Close,Volume
2010-06-15,28.77585963643331,29.609307479260156,28.33720322933316,28.503894805908203,17022500
2010-06-16,28.39861685369207,28.767090001817742,28.047692038026565,28.13542366027832,2158800
2010-06-17,28.38106566787714,28.495117260615984,27.416022997053844,27.635351181030273,1467700
2010-06-18,27.59148334903023,27.76694487399025,26.98613715556663,27.20546531677246,1132200
2010-06-21,27.77572434070101,28.951323678482463,27.20547133018707,28.10910415649414,1066900
2010-06-22,28.407385114210214,29.082916269870058,27.907315488067255,28.679349899291992,1008800
2010-06-23,28.95132107821941,29.389977458192433,28.07400831827337,29.3724308013916,1029400
2010-06-24,29.3812031806399,29.986547726165384,28.74076197796281,29.205739974975586,1600800
2010-06-25,29.214518095952812,29.258383070407934,28.13542366027832,28.13542366027832,640100
2010-06-28,28.486353069872706,28.995192849750776,27.863459994029974,28.758317947387695,718200
2010-06-29,28.2933359545364,28.33720092233871,27.433569868217504,27.863452911376953,622300
2010-06-30,28.06524093963764,28.644269023428603,27.766954404152642,28.556535720825195,402400
2010-07-01,28.29333785953695,28.512666059998477,26.31938405538321,26.591350555419922,1023200
2010-07-02,26.53871217689416,27.196696776321286,26.336930634671766,27.07387351989746,483700
2010-07-06,27.547625739479408,27.547625739479408,26.056194758578293,26.143924713134766,805200
2010-07-07,26.143920252235873,26.696628242346975,25.591213935466108,25.64385223388672,583700
2010-07-08,25.4859335419295,26.60012108460911,24.95954725489645,25.450841903686523,2176300
2010-07-09,25.635072925987558,25.73157784503376,25.143778350857772,25.41574478149414,448600
2010-07-12,25.222738471607336,25.301696743298784,23.397928242160344,23.511978149414062,1194500
2010-07-13,24.020826462671515,24.53844120747294,23.617263331926843,24.433164596557617,877900
2010-07-14,24.012049200784713,24.012049200784713,23.80149268142375,23.985729217529297,885100
2010-07-15,23.862904537813726,23.906769500588467,22.897860296699736,23.2487850189209,642100
2010-07-16,23.038231839884727,23.81903961206157,23.003138528472146,23.20492172241211,708700
2010-07-19,23.62603505549871,23.62603505549871,22.86277214821642,23.24001693725586,306000
2010-07-20,23.02068760169718,23.42425235861629,22.81013273113383,22.88031768798828,490100
2010-07-21,22.906634794173588,23.75762749820292,22.906634794173588,23.345291137695312,854200
2010-07-22,23.599714494490655,24.213834137076706,23.46811790631976,23.71376609802246,322600
2010-07-23,23.590938787730437,23.85413361088579,23.36283727699896,23.819040298461914,233300
2010-07-26,23.68744134003261,23.81026457447475,22.9066336239229,23.2487850189209,631200
2010-07-27,23.169830926536434,24.257698598317848,23.0294610123286,23.854135513305664,537900
2010-07-28,23.73130869074346,23.880451921862456,23.310198981704385,23.819040298461914,131300
2010-07-29,23.687445204849027,23.87168008657179,23.073325585757146,23.397932052612305,296200
2010-07-30,23.22246574992421,23.85413194264853,23.090869184220352,23.336517333984375,220100
2010-08-02,23.810261771361667,24.240144714641346,23.406698806652898,24.16118812561035,356600
2010-08-03,23.98573472277035,24.240154592602817,23.81904480390949,23.906776428222656,254100
2010-08-04,23.950642023625495,24.12610527679336,23.380388960842335,23.433027267456055,412500
2010-08-05,23.038232174702262,23.038232174702262,21.26606008280027,21.757354736328125,1554200
2010-08-06,21.274828611095927,21.371333523769966,20.283466199714827,20.880037307739258,1221700
2010-08-09,21.055508143710487,21.222198051717132,20.64317171163241,21.02918815612793,436800
2010-08-10,20.959001888853813,20.959001888853813,20.178194046020508,20.178194046020508,396600
2010-08-11,20.055372458467243,20.32733897576406,19.634261015116213,20.13433074951172,578900
2010-08-12,20.12555618001387,20.66071585225515,19.915001307983328,20.45016098022461,515200
2010-08-13,20.265925659149733,20.49402718394919,20.002730819762053,20.178194046020508,322000
2010-08-16,19.99395751953125,20.37120058027044,19.941317551979658,19.99395751953125,190700
2010-08-17,20.064147641213662,20.309794193072747,19.70444779692839,20.283475875854492,329500
2010-08-18,20.072915052515455,20.336109882422132,19.7395369426432,20.27469825744629,361500
2010-08-19,20.555438811137243,20.748447021348472,20.002730819762053,20.178194046020508,655000
2010-08-20,20.09924341853139,20.1869750650828,19.853595142855838,20.064151763916016,326700
2010-08-23,19.98518583580928,20.353657272278962,19.98518583580928,20.178194046020508,279500
2010-08-24,19.739542976878276,19.888686257415028,18.64290170038504,19.11665153503418,762400
2010-08-25,18.677987807531856,19.151735785789818,18.64289449703956,19.01136589050293,242700
2010-08-26,19.090321978930206,19.546524923024094,18.642892361454386,18.669212341308594,213900
2010-08-27,18.73939407539735,18.79203235276064,17.765576740802846,18.309511184692383,378500
2010-08-30,18.309519090060057,18.572712263854168,17.853316027031642,18.090190887451172,273200
2010-08-31,17.993689176362313,18.406025668962414,17.905957544884803,18.344614028930664,110300
2010-09-01,18.564991836740337,19.38481370338737,18.468024834124602,19.05864906311035,257000
2010-09-02,19.208508242950582,19.314290729201478,18.53854633162646,19.102724075317383,143800
2010-09-03,19.17324549951327,19.77268516805944,18.996939121217725,19.543487548828125,233400
2010-09-07,19.59638214111328,19.59638214111328,19.137986824256444,19.59638214111328,188100
2010-09-08,19.587562086788882,19.90491287546803,19.22613554696302,19.437702178955078,263000
2010-09-09,19.843205560750746,19.843205560750746,18.961677112994867,19.21731948852539,214400
2010-09-10,19.208505551832072,19.614007827953333,19.129167857567985,19.340734481811523,136100
2010-09-13,19.55230790487263,19.55230790487263,18.82945460034119,19.243772506713867,237700
2010-09-14,19.014570095323727,19.975436326131753,18.970494341440958,19.543487548828125,375100
2010-09-15,19.305474898329987,19.887283606506173,19.305474898329987,19.693347930908203,245800
2010-09-16,19.69334681643375,19.97543566729691,19.402442478808346,19.658084869384766,327700
2010-09-17,19.658092634334345,20.14293450947742,19.61401686449536,19.799137115478516,404600
2010-09-20,19.64927161531159,19.74623860965258,18.882341059299918,19.270214080810547,379500
2010-09-21,19.33192180307541,19.3759975590087,18.847080080897648,18.970495223999023,298500
2010-09-22,19.049826105509666,19.252577200382383,18.68839965590814,18.802997589111328,256100
2010-09-23,18.564992391484278,18.706036837123893,18.14185905456543,18.14185905456543,319600
2010-09-24,18.335787886983585,18.46801847650875,18.097776524878224,18.168298721313477,237000
2010-09-27,18.212382052536665,18.785375347508023,17.96555342147066,18.573808670043945,397100
2010-09-28,18.538550524443547,18.92642197026381,18.37105958838594,18.785377502441406,204900
2010-09-29,18.8206417350111,18.926424257972897,18.300539566530755,18.31817054748535,298300
2010-09-30,18.485658772653508,18.512105242583576,17.277965229354564,17.806882858276367,1710100
2010-10-01,17.850955220547366,18.230012810301172,17.480713119088122,18.15949058532715,480700
2010-10-04,18.133042554558337,18.238826723575578,17.648202509903257,17.974367141723633,271400
2010-10-05,18.044885269233752,18.450389196912617,17.912656348979624,18.36223602294922,385200
2010-10-06,18.335789566345614,18.600249088235813,18.115407472128084,18.36223602294922,179400
2010-10-07,18.362241771954658,18.45921046181237,17.912661957226828,18.15949058532715,176900
2010-10-08,18.133037113639233,18.503279072032928,18.071330400803923,18.379865646362305,168900
2010-10-11,18.423940883693206,18.891151481650162,18.133036615896327,18.564985275268555,279200
2010-10-12,18.56499351887666,19.72861110675746,18.512102268895493,19.59638214111328,608600
2010-10-13,19.816761820074436,20.09885069302631,19.481781703789668,19.57874870300293,714000
2010-10-14,19.658081761827653,20.134107883445477,19.552299300167192,19.948986053466797,287000
2010-10-15,20.00188095791433,20.00188095791433,19.587561511228216,19.81675910949707,250500
2010-10-18,19.790319110973837,20.707108044047267,19.702165908601923,20.451465606689453,467600
2010-10-19,20.451461748662016,20.715919624507112,20.33686210278222,20.389753341674805,432900
2010-10-20,20.45146163090193,21.086161538104843,20.19581756185913,20.918670654296875,394200
2010-10-21,21.05090034083127,21.20957574362609,20.645398028250927,21.077346801757812,243700
2010-10-22,21.19194900428496,21.694420052751965,21.147871564096892,21.632713317871094,454800
2010-10-25,21.703233161070965,22.020582288716202,21.377066864972477,21.482851028442383,329600
2010-10-26,21.68560039698411,21.81782932937054,21.156682986056282,21.359434127807617,161600
2010-10-27,21.156683441917526,21.34180361497088,21.06853025796644,21.306543350219727,228400
2010-10-28,21.31535835942183,21.368249596055193,20.7688099762701,21.15668296813965,166400
2010-10-29,21.086166737430556,21.3241798918381,21.086166737430556,21.165504455566406,195000
2010-11-01,21.183136410136616,21.597454316211074,20.389759192190088,20.795263290405273,269800
2010-11-02,20.8834086630034,21.288910927633555,20.477904716991226,21.253650665283203,279600
2010-11-03,21.20957420477301,21.377065082391102,20.80407192161374,21.15668296813965,229500
2010-11-04,21.55337755741026,21.55337755741026,20.98038255278857,21.165504455566406,456600
2010-11-05,21.236021710841,22.038212511758434,21.13905303774697,21.729677200317383,474200
2010-11-08,21.74731002167449,22.03821438429185,21.139054833880987,21.923616409301758,587400
2010-11-09,22.038219378309968,22.196894826855033,21.650346246464558,21.967697143554688,499300
2010-11-10,22.038211625704488,22.196887018430697,21.694416062385773,21.897167205810547,159100
2010-11-11,21.685606684822222,21.976511092974242,21.465224506483345,21.782573699951172,145900
2010-11-12,21.66797708878911,21.85309900471793,21.244843682927087,21.28891944885254,127000
2010-11-15,21.24483898351649,21.597450077069734,21.200761545958382,21.456405639648438,136700
2010-11-16,21.26246515670794,21.985318155591386,21.227203214624872,21.685598373413086,482000
2010-11-17,21.817835617344272,21.844282083996358,21.447593491127975,21.509300231933594,120000
2010-11-18,21.641529240324896,21.861911418663777,21.50048478069862,21.782573699951172,142100
2010-11-19,21.782568309166358,22.302670255841058,21.394696981876407,22.055843353271484,327900
2010-11-22,21.950063067685658,21.994140509053214,21.676789656736673,21.861909866333008,151000
2010-11-23,21.5974531527298,21.950064296497853,21.5974531527298,21.764944076538086,104600
2010-11-24,21.58863046404023,21.58863046404023,20.363306517579797,21.0508975982666,533700
2010-11-26,20.91866871758155,21.659152714786384,20.592504148206803,20.715917587280273,95700
2010-11-29,20.7159207518005,21.024456077997385,20.46909215456654,20.83051872253418,198700
2010-11-30,20.74236761924765,21.006825514658395,20.645398939618637,20.97156524658203,397000
